tf_title,tf_text,idf_title,idf_text,in_title,in_text,label
0.0945945945945946,0.0945945945945946,2.586154352306217,2.3198864629014477,1,1,1
0.013513513513513514,0.013513513513513514,3.3990677089490724,3.2229764498933915,1,1,0
0.0,0.0061162079510703364,3.7000977046130537,2.9219464542294102,0,1,0
0.0,0.0030581039755351682,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.0030581039755351682,1.6957763308304112,0.7260468018201764,0,1,0
0.0,0.0030581039755351682,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.0019455252918287938,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0019455252918287938,2.7970077176211103,2.1203141079962435,0,1,0
0.0,0.0019455252918287938,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0038910505836575876,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.0019455252918287938,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0019455252918287938,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.013618677042801557,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0019455252918287938,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.0022727272727272726,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.004545454545454545,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0022727272727272726,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.004545454545454545,3.7000977046130537,3.001127700277035,0,1,0
0.0,0.00909090909090909,3.001127700277035,2.302157695941016,0,1,0
0.0,0.0022727272727272726,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.006818181818181818,3.0980377132850916,2.0768484142151533,0,1,0
0.0,0.0022727272727272726,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0022727272727272726,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0026845637583892616,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,2.495977721957129,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.006711409395973154,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.004026845637583893,3.7000977046130537,2.027999846677336,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.005369127516778523,2.3576750237908475,1.5828264089572897,0,1,0
0.0,0.0013422818791946308,3.7000977046130537,3.3990677089490724,0,1,0
0.058823529411764705,0.01879194630872483,3.3990677089490724,3.2229764498933915,1,1,0
0.019230769230769232,0.019230769230769232,2.7970077176211103,1.9758218350122647,1,1,0
0.038461538461538464,0.038461538461538464,2.620916458565429,2.553969668934816,1,1,1
0.0,0.02,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.04,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.002380952380952381,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002380952380952381,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002380952380952381,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002380952380952381,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002380952380952381,3.7000977046130537,3.3990677089490724,0,1,0
0.04,0.04,2.3198864629014477,2.208736010778781,1,1,1
0.013333333333333334,0.013333333333333334,3.3990677089490724,3.3990677089490724,1,1,1
0.0,0.002074688796680498,3.3990677089490724,3.2229764498933915,0,1,0
0.0,0.002074688796680498,3.7000977046130537,3.3990677089490724,0,1,0
0.0625,0.024896265560165973,2.745855195173729,2.620916458565429,1,1,1
0.0,0.002074688796680498,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002074688796680498,3.7000977046130537,2.6587050194548287,0,1,0
0.0,0.004149377593360996,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002074688796680498,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002074688796680498,3.7000977046130537,3.3990677089490724,0,1,1
0.0,0.002074688796680498,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002074688796680498,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002967359050445104,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002967359050445104,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.005934718100890208,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.002967359050445104,3.7000977046130537,3.3990677089490724,0,1,0
0.1388888888888889,0.1388888888888889,2.620916458565429,2.553969668934816,1,1,0
0.0,0.010256410256410256,3.7000977046130537,3.001127700277035,0,1,0
0.0,0.005128205128205128,2.7970077176211103,2.1090330975865546,0,1,0
0.0,0.005128205128205128,3.7000977046130537,2.6587050194548287,0,1,0
0.08333333333333333,0.035897435897435895,3.001127700277035,2.7970077176211103,1,1,0
0.1111111111111111,0.1111111111111111,3.3990677089490724,3.2229764498933915,1,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.005115089514066497,3.7000977046130537,3.0980377132850916,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.001127700277035,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,2.8549996645987967,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,2.7970077176211103,0,1,0
0.0,0.005115089514066497,3.7000977046130537,3.0980377132850916,0,1,0
0.0,0.005115089514066497,2.1437952038457664,1.6707139269278442,0,1,0
0.14285714285714285,0.0,3.3990677089490724,3.7000977046130537,1,0,0
0.0,0.0025575447570332483,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.005115089514066497,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,2.553969668934816,0,1,0
0.0,0.0025575447570332483,3.3990677089490724,2.1318959805460587,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.001127700277035,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.2229764498933915,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.3990677089490724,0,1,0
0.0,0.0025575447570332483,3.7000977046130537,3.0980377132850916,0,1,0
